age,workclass,fnlwgt,education,education-num,Marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
52, Private,99184, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
37, Private,46385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
38, Private,99065, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States
40, Private,132222, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
40, Private,365986, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
27, Self-emp-inc,120126, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States
37, Local-gov,161111, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,10, United-States
33, Private,86492, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,87, United-States
42, Private,201723, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States
22, Private,126822, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,30, United-States
25, Private,152035, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
45, Private,214627, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Male,15020,0,40, Iran
36, Private,111268, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
27, Private,132412, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, ?
34, Private,258170, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States
20, Private,216436, Bachelors,13, Never-married, Sales, Other-relative, Black, Female,0,0,30, United-States
24, Private,165474, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,39, United-States
47, Private,347025, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
52, Private,127315, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
57, Private,211678, 10th,6, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,64, United-States
54, Private,172281, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,50, United-States
29, Private,289991, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,55, United-States
46, Private,282538, Assoc-voc,11, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
44, Private,106682, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
19, Private,71650, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
50, Private,258819, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
35, Private,150125, Assoc-voc,11, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States
39, Private,306646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States
50, Local-gov,30008, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
23, Private,244408, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,24, Vietnam
37, Private,214738, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
48, Self-emp-not-inc,79001, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
19, Private,99246, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States
40, Private,120277, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland
32, Self-emp-inc,275094, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,55, Mexico
36, Private,423711, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
29, Private,133625, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States
20, Local-gov,235894, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
31, Private,85374, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,42, United-States
42, Private,135056, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
31, State-gov,73161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States
45, Private,187370, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,7430,0,70, United-States
22, Private,361138, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States
41, Private,37997, 12th,8, Divorced, Transport-moving, Not-in-family, White, Male,0,0,84, United-States
30, Private,291951, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
52, Private,196894, 11th,7, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
67, Private,160456, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States
19, ?,385901, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,22, United-States
53, Private,816750, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States
37, Local-gov,244341, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
61, Self-emp-not-inc,315977, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
49, Self-emp-inc,315998, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
34, State-gov,145874, Doctorate,16, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, China
47, Private,151267, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,15024,0,40, United-States
38, Self-emp-inc,478829, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States
43, Private,315971, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
28, Local-gov,356089, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,50, United-States
29, Private,226441, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
30, Self-emp-inc,124420, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,4650,0,40, United-States
53, Private,317313, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
23, Private,91842, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States
35, Private,107302, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
43, Private,154076, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
49, Private,165953, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States
46, Local-gov,375675, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States
30, Federal-gov,266463, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
43, Private,249771, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,99, United-States
22, Private,309620, HS-grad,9, Never-married, Sales, Not-in-family, Other, Male,0,0,45, ?
22, ?,196943, Some-college,10, Separated, ?, Own-child, White, Male,0,0,25, United-States
33, Private,131776, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,914,0,40, Germany
29, Private,163265, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
33, Private,29144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
18, Private,167979, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
63, Private,206052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
51, Private,229259, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
70, Local-gov,176493, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,17, United-States
42, Private,144778, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
33, Private,111567, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
35, Private,214738, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States
27, Private,295289, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States
24, Private,117959, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4386,0,40, United-States
37, Private,159917, 9th,5, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States
49, Private,314773, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
28, Private,183639, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
23, Private,148948, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
31, State-gov,190305, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
76, ?,42209, 9th,5, Widowed, ?, Not-in-family, White, Male,0,0,25, United-States
41, Private,425049, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
24, Private,90046, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
47, State-gov,103743, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
64, Private,212513, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
44, Private,222635, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States
46, Private,191389, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,28, United-States
31, Private,176244, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States
41, Self-emp-not-inc,49448, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States
55, Self-emp-not-inc,51499, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States
19, ?,48393, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,84, United-States
26, Private,168552, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
49, Private,98010, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
41, Self-emp-not-inc,274158, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States
42, Private,190910, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
35, Private,187053, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States
40, ?,180362, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,40, United-States
32, Private,165949, Bachelors,13, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1590,42, United-States
29, Private,229803, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,49, Haiti
41, Private,254440, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States
47, Self-emp-not-inc,83064, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
47, Self-emp-not-inc,102388, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States
43, Private,212894, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
31, Self-emp-not-inc,108468, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
21, Private,131811, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
38, Private,186531, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
41, Private,207335, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
23, Private,212407, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States
34, Private,33678, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,4508,0,35, United-States
23, Local-gov,197918, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
32, Private,207937, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
51, Private,169364, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ireland
37, Self-emp-not-inc,180477, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States
35, Private,167990, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada
34, Private,37676, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
30, Private,56121, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
37, State-gov,142282, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States
52, Private,168381, HS-grad,9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, India
46, Private,364913, 11th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
24, Private,373628, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,1504,40, United-States
59, Private,304779, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
20, Private,54152, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, ?
42, Federal-gov,294431, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
56, State-gov,671292, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States
28, Private,271012, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States
65, Self-emp-not-inc,132340, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,3, United-States
24, Private,33088, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
23, Private,344278, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, United-States
60, Self-emp-not-inc,52900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
31, Local-gov,400535, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States
53, Private,35102, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,34, United-States
30, Private,97723, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States
70, Self-emp-inc,232871, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States
45, Private,363253, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, ?
39, Private,184659, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
20, Private,253612, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States
43, Private,182757, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Private,114939, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States
26, State-gov,624006, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
61, Private,202202, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
42, Private,203554, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
19, State-gov,73009, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States
47, Private,105273, Bachelors,13, Widowed, Craft-repair, Unmarried, Black, Female,6497,0,40, United-States
61, State-gov,205482, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,60, United-States
57, State-gov,32694, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
26, ?,137951, 10th,6, Separated, ?, Other-relative, White, Female,0,0,40, Puerto-Rico
24, Private,174138, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Private,236543, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,68, United-States
57, Local-gov,174132, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States
30, Private,392518, Assoc-acdm,12, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,40, United-States
43, Local-gov,212206, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
31, Private,147654, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
23, Private,239539, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, ?
45, Local-gov,187715, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
27, Private,115945, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
24, Private,183410, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,17, United-States
59, Federal-gov,178660, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
18, Private,99219, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15, United-States
32, Private,207113, 10th,6, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
64, Private,191477, 5th-6th,3, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,4, United-States
20, Private,38772, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
22, State-gov,96862, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
44, Private,155701, 7th-8th,4, Separated, Other-service, Unmarried, White, Female,0,0,38, Peru
33, Private,124052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
39, Private,67433, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
55, Private,156797, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
56, Self-emp-inc,187355, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, Canada
28, Private,175262, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Mexico
23, Private,182494, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
41, Private,63596, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States
35, Private,292472, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan
26, Private,210521, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
41, Private,222142, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
42, Private,303725, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
20, State-gov,318382, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
41, Private,123490, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
19, ?,181265, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States
42, Private,124692, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
18, ?,171964, HS-grad,9, Never-married, ?, Own-child, White, Female,0,1602,20, United-States
24, Private,230248, 7th-8th,4, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
40, Private,182268, Preschool,1, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,40, United-States
31, Self-emp-not-inc,226624, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
32, State-gov,27051, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States
31, Private,198513, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
36, Private,68798, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States
33, Private,358655, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States
27, Private,156266, 9th,5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States
38, Self-emp-not-inc,176657, Some-college,10, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan
29, Self-emp-inc,168221, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,70, United-States
28, Private,190525, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
50, Private,128814, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States
28, Private,469864, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
67, ?,200862, 10th,6, Never-married, ?, Not-in-family, Black, Female,0,0,35, United-States
52, Private,114228, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States
43, Private,346081, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States
20, ?,250037, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,18, ?
32, Private,262153, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
34, Private,189809, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, Jamaica
61, ?,29059, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,12, United-States
27, Private,150296, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States
29, Private,148429, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
73, Private,159007, Bachelors,13, Divorced, Farming-fishing, Other-relative, White, Female,0,0,12, United-States
17, Private,194517, 11th,7, Never-married, Farming-fishing, Own-child, White, Female,0,0,18, United-States
19, Private,263932, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
20, Private,117606, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
44, Federal-gov,786418, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States
47, State-gov,54887, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
57, State-gov,290661, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States
26, Private,416577, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States
39, Private,498785, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
37, Self-emp-not-inc,107410, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
55, Private,323706, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States
73, ?,132256, Bachelors,13, Widowed, ?, Unmarried, White, Female,0,0,7, United-States
46, Private,192768, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
32, Private,144949, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
43, Private,198282, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
46, State-gov,20534, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States
40, Private,360884, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States
41, Private,203217, 7th-8th,4, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico
29, Private,115438, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,35, United-States
28, Private,90547, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,23, United-States
45, Private,149224, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States
37, Self-emp-not-inc,218249, 11th,7, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States
29, Private,100293, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
44, Private,315971, Masters,14, Divorced, Other-service, Not-in-family, White, Female,0,0,55, United-States
42, Federal-gov,208470, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
24, Local-gov,197552, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States
44, Private,328581, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
33, Private,185177, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
40, Private,200766, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,14344,0,40, United-States
58, Private,147653, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,32, United-States
39, Private,387068, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
45, Self-emp-not-inc,40666, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
37, Private,219137, 7th-8th,4, Divorced, Sales, Unmarried, White, Female,0,0,44, United-States
36, Self-emp-not-inc,294672, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
23, Private,224115, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States
30, Private,113433, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States
34, State-gov,180871, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States
49, Private,160706, 11th,7, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico
26, Self-emp-not-inc,384276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
21, Private,100345, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
17, Private,277541, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,5, United-States
36, Private,58343, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,42, United-States
40, Private,202872, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, United-States
30, Private,496414, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?
52, State-gov,254285, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, Germany
38, Private,173858, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7688,0,35, China
37, Private,94706, Bachelors,13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,27828,0,40, United-States
61, Private,166789, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,50, United-States
61, Private,328881, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States
33, Private,223212, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
18, Private,127388, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
40, Private,144067, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Private,149574, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,45, United-States
22, Private,50058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
41, Private,34037, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
20, Local-gov,37932, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
52, Private,190762, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
19, ?,138564, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,8, United-States
60, Private,31577, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
